user_id,time,action,destination,hotel
2017032000000000097,00:00:00,Click,Rimini,Regina Elena 57
2017032000000000097,00:03:53,Click,Rimini,Regina Elena 57
2017032000000000097,00:01:16,Click,Rimini,Regina Elena 57
2017032000000000097,00:04:34,Click,Rimini,Regina Elena 57
2017032000000000129,00:07:32,Click,Berlin,Müggelsee Berlin
2017032000000000129,00:18:36,Click,Berlin,SensCity Berlin Spandau
2017032000000000129,00:16:12,Click,Berlin,Azimut Berlin City South
2017032000000000129,00:05:04,Click,Cottbus,City Cottbus
2017032000000000129,00:01:50,Click,Cottbus,Ostrow
2017032000000000129,00:12:05,Click,Berlin,Days Inn Berlin West
2017032000000000129,00:11:20,Click,Berlin,Days Inn Berlin West
2017032000000000129,00:04:27,Click,Cottbus,City Cottbus
2017032000000000153,00:02:47,Homepage,,
2017032000000000153,00:00:23,Homepage,,
2017032000000000153,00:00:23,Click,Amsterdam,Vossius Vondelpark
2017032000000000153,00:36:21,Homepage,,
2017032000000000153,00:02:46,Click,Amsterdam,Continental
2017032000000000153,00:37:02,Homepage,,
2017032000000000297,00:03:25,Click,Paris,Ampère
2017032000000000297,00:03:01,Click,Paris,Ampère
2017032000000000297,00:00:37,Click,Paris,Ampère
2017032000000000337,00:00:00,Homepage,,
2017032000000000337,00:02:55,Click,Chianciano Terme,Ave
2017032000000000337,00:00:49,Click,Chianciano Terme,Ave
2017032000000000345,00:01:24,Search,Netherlands,
2017032000000000345,00:01:26,Search,Netherlands,
2017032000000000345,00:01:31,Search,Netherlands,
2017032000000000345,00:00:00,Search,Netherlands,
2017032000000000345,00:01:25,Search,Netherlands,
2017032000000000345,00:01:29,Search,Netherlands,
2017032000000000345,00:01:28,Search,Netherlands,
2017032000000000401,00:41:03,Click,Berlin,Comenius
2017032000000000401,00:24:38,Click,Berlin,Comenius
2017032000000000401,00:16:45,Click,Berlin,Generator Hostel Berlin
2017032000000000401,00:31:18,Homepage,,
2017032000000000401,00:31:21,Homepage,,
2017032000000000521,00:20:41,Click,Klaipeda,Amberton Klaipeda
2017032000000000521,00:05:32,Click,Helsinki,Ava
2017032000000000521,00:16:58,Click,,Doma
2017032000000000521,00:06:06,Click,Helsinki,Erottajanpuisto
2017032000000000521,00:22:49,Click,,Tartu
2017032000000000521,00:17:34,Click,,Liene
2017032000000000521,00:18:21,Click,,Backpackers 30 40
2017032000000000521,00:06:32,Click,Helsinki,Best Western Plus Hotel Haaga
2017032000000000521,00:02:15,Click,Tartu,Kambja
2017032000000000553,00:07:05,Click,Argostoli,Panorama Studios
2017032000000000553,00:04:25,Click,Argostoli,Oskars
2017032000000000553,00:03:40,Click,Argostoli,Mary's Apartments
2017032000000000553,00:03:06,Click,Argostoli,Marina
2017032000000000553,00:02:26,Click,Argostoli,Rania Studios
2017032000000000553,00:05:17,Click,Argostoli,Liberatos Village
2017032000000000553,00:01:24,Click,Argostoli,Panorama Studios
2017032000000000553,00:00:01,Click,Argostoli,Palatino
2017032000000000633,00:00:01,Homepage,,
2017032000000000633,00:06:42,Click,Lake Buena Vista,Clarion Inn Lake Buena Vista
2017032000000000633,00:08:19,Click,Lake Buena Vista,Clarion Inn Lake Buena Vista
2017032000000000633,00:06:17,Click,Lake Buena Vista,Clarion Inn Lake Buena Vista
2017032000000000689,00:03:46,Click,Chiang Mai,Buri Gallery House And Resort
2017032000000000689,00:05:56,Click,Chiang Mai,The Royal Shilton Resort
2017032000000000689,00:04:51,Click,Chiang Mai,Chiang Mai Resort & Spa
2017032000000000689,00:01:17,Click,Chiang Mai,Phu Jaya
2017032000000000689,00:06:16,Click,Chiang Mai,The Royal Shilton Resort
2017032000000000689,00:02:10,Click,Chiang Mai,Botanic Resort
2017032000000000689,00:00:01,Click,Chiang Mai,Mercure Chiang Mai
2017032000000000689,00:08:30,Click,Chiang Mai,Chiangmai Inthanon Golf Resort
2017032000000000689,00:07:20,Click,Chiang Mai,Chiangmai Inthanon Golf Resort
2017032000000000689,00:01:58,Click,Chiang Mai,Botanic Resort
2017032000000000721,00:00:30,Click,Pinto,Eurostars Arenas de Pinto
2017032000000000721,00:01:46,Click,Pinto,Eurostars Arenas de Pinto
2017032000000000721,00:01:27,Click,Pinto,Eurostars Arenas de Pinto
2017032000000000721,00:01:17,Click,Pinto,Eurostars Arenas de Pinto
2017032000000000721,00:00:20,Click,Pinto,Eurostars Arenas de Pinto
2017032000000000721,00:01:40,Click,Pinto,Eurostars Arenas de Pinto
2017032000000000721,00:01:34,Click,Pinto,Eurostars Arenas de Pinto
2017032000000000721,00:01:49,Homepage,,
2017032000000000721,00:01:14,Click,Pinto,Eurostars Arenas de Pinto
2017032000000000721,00:00:01,Click,Pinto,Eurostars Arenas de Pinto
2017032000000000737,00:06:23,Click,Ölü Deniz,Sentido Lykia Resort & Spa
2017032000000000737,00:06:56,Click,Ölü Deniz,Garcia Resort & Spa - All Inclusive
2017032000000000737,00:00:18,Click,Ölü Deniz,Elze
